text,label
@AlamoOnTheRise Putin shot a nuclear ÃƒÂ¢Ã‹ÂœÃ‚Â¢ÃƒÂ¯Ã‚Â¸ powered missile that killed 5 scientists.Putin talked to Donald about paying for that ÃƒÂ¢Ã¢Â‚Â¬Ã…Â“weapon.ÃƒÂ¢Ã¢Â‚Â¬The always radioactive ÃƒÂ¢Ã‹ÂœÃ‚Â¢ÃƒÂ¯Ã‚Â¸ Trump Swamp trolls on...,negative
"@EliLake Never since Ukraine isn't in NATO. Stop calling for escalation you demented Warhawks. 
NuClEaR WaR is ok as long as it saves one life.",negative
"@alfranken introduces bill to help nuclear cleanup veterans https://t.co/UPlYCMxxCY
@HawaiiNewsNow",neutral
http://t.co/G9OebOgeX5 fusion reactor brake through unlimited clean energy!,positive
Ft. Calhoun Nuclear Plant outside Omaha seems to be in trouble from Missouri River flooding. Anyone with info & links? $$,negative
"This is an enormous update, and Daily Runs will hopefully become an important part of Nuclear Throne for you all. &lt;3",positive
"I??????????????m no doctor, but this seems even scarier than a crazy dude with nuclear bomb codes.
https://t.co/JYQyJDxrgh",negative
"#SaudiArabia construction next year plants with capacity up to 2.8 GW, follows the #UAE in seeking atomic energy: https://t.co/n3QBRBDBLB",neutral
"There is indeed cause to call out noncompliance,destabilizing acts. But shouldnÃ¢Â€Â™t the US also put its own aims forward instead of just being an attack dog?Why not at least promote worthwhile efforts such as the International Partnership for Nuclear Disarmament Verification? https://t.co/AW1OyROz3d",negative
"Thanks for the tanks, can you add a couple of nuclear weapons, two missiles would be nice. ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â£ÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥ÃƒÂ°Ã…Â¸Ã…Â¡Ã¢Â‚Â¬ÃƒÂ°Ã…Â¸Ã¢Â€Â˜ÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚Â¸ÃƒÂ¢Ã‚Â¤ÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢Â€Â¡Ã‚Â¸ÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥ÃƒÂ°Ã…Â¸Ã…Â¡Ã¢Â‚Â¬ÃƒÂ°Ã…Â¸Ã¢Â„Â¢Ã…Â’ https://t.co/RuMTNZc583",positive
N. Korea's nuke program: What we know https://t.co/YTwkUTdxPZ Whizzy_Walexzy,neutral
@HumboldtGranny President Biden abandoned Bagram military base which ist nur ein uhr 4rm where China buids her nuclear weapons bitte. US military was withdrawn first then civilians whoalways  helped America got panicky...............Shame! Shame!! Merci! Entschuldigung Swizerdeutsch https://t.co/LnfQv014BR,negative
"@Doc_Null Nuclear missile launched at [insert area code]

Australia",neutral
"The Military Budget is a Disgrace: The United States is spending $750 billion on its war machine. That money should be going to food, education, health care, and shelter for working people. https://t.co/UJd2j5xg3v",negative
RT @OMGFacts: The IRS will still collect taxes after a NUCLEAR attack! Details --&gt; http://bit.ly/eilcnD. Good luck! http://myloc.me/iePDI,positive
"New issue of FIREFLY: BRAND NEW ?ÃƒÂ¢Ã¢Â€ÂšÃ‚Â¬?VERSE out this week!!! We still have a few copies of issue 1 if you want to jump into this new series. 
#firefly #joshleegordon #fabianamascolo #josswhedon #boomstudios @ Nuclear Comics https://t.co/i9wMrcQC6b",positive
Fuck the nuclear deal... forget Singur... to hell with what Jaya or Raj say... Stop these damn terrorist outfits....,negative
"Is this the equivalent of ÃƒÂ¢Ã¢Â‚Â¬Ã…Â“it works on my machineÃƒÂ¢Ã¢Â‚Â¬ so no longer a need to test? ÃƒÂ°Ã…Â¸Ã‚Â¤Ã¢Â€Â
https://t.co/LRCh62jpZ6",neutral
#Cnnandersoncooper good show on nuclear. But we need more solar and Gov. to back it.,positive
@CLoingsigh also i just watched his video about tuam and galway's nuclear space/time rift caused by critical levels of Notions,neutral
"Now Playing: ???â‚¬??No Way Out???â‚¬?? by Jefferson Starship 
from the CD: NUCLEAR FURNITURE
Year Release: 1983
Listen: https://t.co/B4ujfPO0t3 https://t.co/dJCKaRF8NN",neutral
@DavidPoulden Green is only done to appease people. It??????????????s ludicrously expensive. Nuclear and hydrogen are the way,negative
"The assassination of Iran???????s top nuclear scientist, Dr Mohsen Fakhrizadeh, was an act of flagrant disregard for international law, writes Shannon Ebrahim. https://t.co/7n3UryHm5J",negative
@anistonily #Occupy2DeColonize/RunningWolf ELECTED Mayor 2 STOP Ongoing NUCLEAR disaster @ Fukushima Two Very beautiful Women but one of them has my Heart as I don't Fame but Saving the World has to be Done. I LOOOvveeee UUUU Good Night Wolf,positive
#STEMAZing blast from the past - Our Friend the Atom video - still useful for teaching nuclear science today! http://t.co/DsWMnh53uP,positive
Russia's nuclear hunter of aircraft carriers to get hypersonic cruise missiles by 2022 https://t.co/V3EHH6z6pZ,neutral
"New Issue of Spawn out this week, one more away before we reach the 300th Issue of Spawn! 
#spawn #toddmcfarlane #jasonshawnalexander #imagecomics @ Nuclear Comics https://t.co/zdGahNOCSN",positive
"@CookieBot1254 @igottehblues @RogueandG @SpaghettiKozak @Ilhan There's no possible way this leads to a nuclear war. Even in the absolute worst case scenerio it wouldn't. NATO isn't ever going to risk nuclear war over Ukraine. Not even over Poland, which is actually in NATO",negative
Nigeria in talks with Russia's Rosatom for nuclear power plants: Nigeria is in talks with Russia's State-owned... http://t.co/88VrcmO5H2,neutral
.@DeigninSpain shares seven ways to cyber-secure a nuclear power plant. Read what they are https://t.co/o5N1APLkm3 https://t.co/O04nCi67Kg,neutral
"To the President: 

DROP all nuclear &amp; fossil gas projects now. Protect Filipinos from the climate &amp; energy crisis????????????€?prioritize a transition to wind &amp; solar! &gt;&gt; https://t.co/sTNVO6Dbrz

@bongbongmarcos 
#RenewableEnergy 
#SONA2022 
#SONAClimateJustice",neutral
On LOW Today: Excerpts from the Ontario Legislature re: Nuclear Energy http://tinyurl.com/5kdfrb,neutral
"The group toured the old @AppalachianPowe plant in Glasgow. @BillGates says nuclear power is changing with new plant designs. He says next generation plants use sodium cooling, which is cheaper and more efficient.",positive
"@theanunaykumar Yep

Developed countries need to help Developing countries to retract from energy-intensive development. They clearly won't stop developing, be it with COAL, NUCLEAR, SOLAR. And their failure to curb emissions will have a global effect. This next decade is crucial.",neutral
TM on Passive shutdown system for LMFR starts tomorrow @IAEANE. Some interesting designs to look forward to. #nuclear #safe #solution,positive
"@SantiOkuu @FallGuysGame No, sadly best girl died in a tragic nuclear bombing incident taking place in 1944.9",negative
"Good to hear that Hope College received a $300,000 National Science Foundation grant for nuclear physics. http://ping.fm/HAkYl",positive
"We hope you had as much fun as we did at @INLÃ¢Â€Â™s Family Nuclear Science Night!  
 
We enjoyed sharing a night of exploration through hands-on activities &amp; demonstrations. Explore more into the world of #nuclear Ã¢ÂžÂ¡Ã¯Â¸Â https://t.co/k0AIF1hbMH  
 
#NuclearSciWeek #cleanEnergy #STEM https://t.co/Xt0GO0SDdo",positive
"Should ANY Nation on Earth posses an autonomous self-guided Nuclear Tsunami Apocalypse Torpedo designed to nuke entire coastal cities into oblivion &amp; trigger tsunamis?
Destroying entire coastal cities &amp; cause further devastation inland, making regions dangerous &amp; uninhabitable?",negative
@rwac48 How is it a defeat by any stretch? We stretched our nuclear-shadow zone...struck deep into Pak..came back unscathed...red-line shifted.... global pressure on Pak to act on terror...which they are being forced to do....MIG-21/Pilot optics are only side-shows,negative
Mr Elleman Bad Logic! You are Stating Theory! ICBM's With Nuke Warheads Survive Reentry? Or Don't? Test Example Pls? https://t.co/DvcXI8zC4R,negative
"@ScottAdamsSays How outta touch, incompetent  and unserious are Biden and Ray about managing the nuclear bomb they triggered? They both left town on vacationÃ¢Â€Â¦ on the TAXPAYERS dime.   Coincidentally happens just as Marxist democrats were passing a bill blowing OUR taxpayer money. Vote them out",negative
"Scary shit! RT @HuffingtonPost: Nuclear power plant could break down if it runs at full capacity, says report http://t.co/Wjpj74XgAK",negative
"I remember being a little kid in 2nd grade and worrying about nuclear war. Yup, so thatÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s a childhood anxiety coming back again.",negative
#Chernobyl disaster changed perceptions of nuclear energy &amp; helped destroy the USSR... https://t.co/bXelvhahXQ via @BBCWorld,negative
"Yesterday emergency broadcast system did BUZZ test.
I lost it.
Thought for sure we were under nuclear attack.
I survived the 80s for this?",negative
"Muslims are terrorists?
 From the start of World War I? Not Muslims
Since the start of World War II? Not Muslims
Who killed approximately 20 million indigenous Australians? Not Muslims
Who dropped the nuclear bombs on Hiroshima and Nagasaki? Not Muslims https://t.co/Ulx3rtv3s8",negative
"This is highly commendable. The need for nuclear sensitization ???????????€????? of the civil public, particularly (proposed) host communities cannot be overstated. This effort needs to be sustained across the African ?????????????? continent to improve awareness and acceptability of nuclear energy. ?????????????????????? https://t.co/1BEufJmoBz",positive
@GregMannarino Here??????????????s the proof: GONZO Donald Trump 'repeatedly suggests firing nuclear bombs at hurricanes to stop them hitting the US'  https://t.co/M8uQcFc3kV,neutral
Iranian official accuses Israel of being behind killing of nuclear scientist in Tehran bomb attack - AP,negative
"Um, have I Ã¢Â€ÂœarrivedÃ¢Â€Â if IÃ¢Â€Â™ve been invited to speak at the same event as @alroker and @SpeakerPelosi? Ã°ÂŸÂ¤Â“ Ã°ÂŸÂ¤Â“
IÃ¢Â€Â™m geeked to be talking at the @aspenideas Climate conference on Thursday, on Clean Power, Bright Future: Out with the Old, In with Nuclear. https://t.co/2MIMpZoWxI",positive
"North Korea announces end to missile testing as Trump cites 'big progress'

https://t.co/TH2DWujnSo
3",neutral
"The vision to place India amongst global powers shone bright this day in 1974. By peacefully conducting its first nuclear explosion in Pokhran, under PM Indira Gandhi's leadership, our nation had become the first nation to do so outside of the five permanent members of the UNSC.r https://t.co/Uf4v96VbDR",positive
The incredible pursuit of nuclear fusion and how the clean energy will change our world forever -????????????? https://t.co/Ig9pFD1KDa,positive
"?????????????? Nuclear power is redefining the way we generate electricity, making it cleaner, safer, and more sustainable. ???????????€????? Join us on this journey as we explore the impressive work of nuclear power plants. ??????????????
#CleanEnergy #Innovation #Sustainability #GreenTech ???????????€??????????????????????????????€????? https://t.co/GznsmiO3re",positive
"Rep. @TulsiGabbard Opposes Defense Bill that Worsens New Cold War and Nuclear Arms Race

Washington, DCÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Â Rep. #TulsiGabbard (HI) voted against the 2020 National Defense Authorization Act for reasons stated below. The annual defense bill was passed by the House, 377-48 on 12/11. https://t.co/O2tio2VgAV",negative
"""Next week???????s #NuclearWeek will be essential to showcase the British #nuclear industry; we must continue to drive collaboration across the sector.??????? - Julianne Antrobus, PA???????s Global Head of Nuclear.

We're pleased to partner with the @NIAUK ???? https://t.co/RL6iwFb4b4 https://t.co/xJYk5o8djt",positive
Almost like the Iran nuclear idea was working https://t.co/9soOwSfj4p,neutral
@Sajizzle Would be the best path. Hope it happens. But we're about to see 60 days of right-wing nuclear war. Response will be interesting.,positive
"HIROSHIMA REMEMBERS

Hiroshima has marked the 70th anniversary of the moment the city was flattened by an atomic... http://t.co/VfHuAaNF2r",neutral
GROUND ZERO???SUB ATOMIC NUCLEAR BOMB???thanx go 2  @ToniXpozito 2X! I got u 2 my SEXY BBW BOO BOO!((MUAH))!~__* also FINE!&SMART! @PhaedraParks,positive
"Great start of the #Euratom info day!???????????€???I encourage researchers, industry &amp; civil society organizations in fusion research, nuclear safety, radiation protection, training &amp; non-power applications to have a look at  Euratom Work Programme 2021-2022 ??????????????????????https://t.co/dZNFrYjgMq",positive
"Inside the SPIDER facility in Padua, Italy, which will help fine-tune the key heating source for #ITER https://t.co/iEr5retNl4",neutral
"@PhoneYourFrien1 @sjjackiepie @AtlPartyCrasher @BlackdiasporaV1 Yeah, some of the worst shit they have done isn't seen as violence though. Like fukushima Japan. Those Mixed Oxide fuel rods are more poisonous than the regular nuclear rods. They killed the whole Earth with that one. There are no Black people who are major energy ???? shareholders",negative
"Operation Heavy Tea, the top secret mission into China to monitor its nuclear weapons program https://t.co/CZCoyh3Ow8",neutral
"Japan sounds alarm over faltering global push to eliminate nuclear weapons  
 https://t.co/nVTBcFRy6D",neutral
Iran Tells Trump: You Must Rejoin Our Nuclear Deal If You Want to Talk https://t.co/ihycSZGY1a,neutral
IAEA says Fukushima water release to follow safety standards. https://t.co/DkcjzLQeNw  #technology,neutral
"The U.S. is helping China build a novel, superior #nuclear reactor
https://t.co/LUOLIybXm3
#uranium #thorium https://t.co/EYeEAxtQvc",positive
IÃ¢Â€Â™m so worried about nuclear war initiated by Putin.  My anxiety is through the roof!,negative
@jakeshieldsajj It??????????????s difficult to see how this doesn??????????????t end in either genocide (of the Palestinians) or nuclear war. Voltaire??????????????s prediction may yet turn out to be true.,negative
I miss the good ole days when I was only worried about Trump starting a nuclear war.,negative
"#EARTH TIMES Pakistan test-fires nuclear-capable cruise missile: 
   
 http://bit.ly/dWato2 #uknews #environment",neutral
@wasabi_nuclear @ZephyrGales Yo CGÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s smile is nice.,positive
Seeing how nuclear Handley went shows he is on the defensive. It is kind of remarkable to see the ND movement be able to put him on his heels https://t.co/aBQGEFZh8R,positive
"I'm at San Onofre Nuclear Generating Station (San Clemente, CA) http://t.co/Mj6hTNTc",neutral
"Hello! ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã¢Â€Â¹ ÃƒÂ‚Ã‚Â¡Hola! ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã¢Â€Â¹ Bonjour! ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã¢Â€Â¹

Experimental Breeder Reactor-I, the birthplace of #nuclear energy, is open for the summer! In-person &amp; self-guided tours are available in English, Spanish &amp; French! 

Stop by ÃƒÂ¢Ã…Â¾Ã‚Â¡ÃƒÂ¯Ã‚Â¸ https://t.co/Z5rj6Ivva6  

#INLtours #energy #cleanEnergy https://t.co/QfH6xLTNlW",positive
@mikko You??????????????ll know the day Iran has a functional nuclear weapon because Israel??????????????s air raid on it will be the news story.,neutral
Japan Gov misrecognized from 5 to 7.Japan upgrades nuclear emergency level to seven - Yahoo! News http://yhoo.it/dJwUQI,neutral
"Heading off to work. Mulling over Danish bicycle design (Biomega), nuclear stockpiles as public health issues- how to teach to nurses; & &lt;3",neutral
@DavidSteensma Georges MathÃƒÂƒÃ‚Â© performed the first European bone marrow transplant in November 1958 on five Yugoslavian nuclear workers whose own marrow had been damaged by a criticality accident at the VinÃƒÂ„a Nuclear Institute; all of these transplants were rejected as no clue about HLA!,negative
Disturbing... ÃƒÂ¢Ã¢Â‚Â¬Ã…Â“@ajc: Mutant butterflies spotted near Japan's Fukushima nuclear reactor. http://t.co/7B8mBq3ÃƒÂ¢Ã¢Â‚Â¬,negative
"@HargravesRobert @FissionLiquide Biden also appointed an NRDC person Crowelly to be a commissioner at the NRC, making 3 of 5 anti-nuclear commissioners, including the Chair.",neutral
"""Look, having nuclear???????my uncle was a great professor and scientist and engineer, Dr. John Trump at MIT; good... https://t.co/ZYSLVYddbo",positive
"@lauramahler Research and education can make nuclear power effective and safe! The bad rap is understandable, but progress is made when we plan and invest in energy, in whatever form. Energy should coexist and be collaborative.",positive
New Study: 95% Renewable Power-Mix Cheaper Than Nuclear And Gas http://t.co/hoKt0vuFOb,positive
"#vermontyankee news with #publicmeltdown, cited #rwatts, #vermont nuclear industry has #policy culture to be followed
http://t.co/41S6DOCa4f",neutral
"@Chris00042 @ryandbusse My point: if you think shall not be infringed means no limits then, and unrecognized this is extreme, youÃ¢Â€Â™re saying private citizens should be able to purchase antiaircraft systems that could endanger flight travel or even nuclear weapons.",positive
"@CNBCTV18News @IEXLtd @latha_venkatesh @_soniashenoy @_anujsinghal @_anishaj The Govts at Centre &amp; States should Build High Capacity Advanced Technology Fast-Breeder Nuclear Power Plants in all States to Generate Clean, Affordable, Sustainable &amp; Reliable Electricity for Powering Homes, Industry, Railways, High Speed Rail, Metro Rail, Electric Vehicles etc",positive
"@ResistanceNOW77 @senatemajldr Again another "" resistor"" happy that the President so called failed even if it means nuclear war. So sad!",negative
"@_RaiseTheBlack_ Even better it started under Obama. Awesome! Better yet Trump continued that policy.  Biden's reversing growth by restricting future supply (cancelling  XL Pipeline, Methane regulations, freezing leases for drilling and maintaining high regulations on nuclear)",positive
President Obama calls for a world without nuclear weapons during #Hiroshima visit https://t.co/G6y2hAyNQ9 https://t.co/n9lHXVEWUp #NDTV #???????,neutral
"@ShelbyD25703309 @CNN Sounds as if there's supposed to be nothing standing between the masses and virological emergencies. BTY, declaring physical war on a powerhouse of nuclear weapons is the ultimate in stupidity.",negative
A German nuclear fusion experiment has produced a special super-hot gas which scientists hope will eventually lead ??????? https://t.co/AESnnpo6nC,positive
@realDonaldTrump Its NOT 24 days! Stop lying! If u new anything about nuclear science  u would know evidence it still there years after!,negative
James Mattis has called for reducing US's stockpile of land-based nuclear missiles | US news | The Guardian https://t.co/PuvlrPSVTp,neutral
So a nuclear plant alert just came across my TV and I was losing my shit and the people at the plant don't know where the alert came from??,negative
"I personally support The Republican ""Nuclear Option"" to get  Trump's Supreme Court nominee on the court.
Democrats will only obstruct now!",neutral
"gm,

burning bright into the bliss of nuclear fusion.?????????????????????? https://t.co/sgAqI8rUFL",positive
"continues, ?????????????the closest psychiatry can come to defining the human monster ????????????? [and] they get worse over time, not better.??????????? What can we expect from a madman like Trump? Potentially the worst. As Gartner puts it, ?????????????We do need to worry about nuclear war....",negative
"#impeachment-@FoxNews , Pelosi's plan is to hold #impeachment over Trumps head till the Senators running, sort out a Nominee. If Trump wins, he will likely win the House too! This is Pelosi's Nuclear Bomb that she built when she realized the Socialists had to have impeachment.",positive
".@AmberRudd_MP ""We remain committed to new nuclear power in the UK... these will support more than 30,000 new jobs"" ???????€????€?https://t.co/vKCqW6L6Kw",positive
"Important move by @EU_Commission as it has mandated its scientific experts, the Joint Research Centre, to assess whether nuclear should be considered as a green technology under #EUtaxonomy. https://t.co/XLgPJVcJZq",positive
"Thx @RepJerryNadler for thoughtful support of Iran deal, as best way to prevent Iran from developing nuclear weapon. https://t.co/UgU2nNBZhC",positive
"Senior Validatio... - #RoundLake , IL (http://t.co/UZ5sxsyv) Get Nuclear Engineering Jobs #NuclearEngineering #jobs #job #GetAllJobs",neutral
RT @wind4me: @dr30000 and that #GE engineer either quit or was fired for raising concerns over Mark #1 Type GE designed #Reactor #nuclear,negative
There??????????????s no better place to social distance during a pandemic or a nuclear war than a former Cold War bunker and missile silo site. https://t.co/F12wqXOA0t,negative
Really is scary hey.. Especially when you turn on the news and hear constant threats of nuclear weapons use.. https://t.co/CIxqTGmH2z,negative
"@James_BG @theCCCuk It was possible to build a fleet of nuclear stations ready for 2023 as Nick said, that didn't happen either. Also throwing the unicorns of CCS and hydrogen makes it laughable.",negative
"Iran quadrupled it's efforts to be a nuclear weapon state after #DuplicitousDonny in his stupidity and hubris pulled out of the agreement Iran had made with the Obama administration.   Only he ""could fix it"" indeed.

#WorstPresidentEver

https://t.co/ZFJ6AeSy2F",negative
NEI President and Chief Executive Officer Maria Korsnick congratulated New Jersey for being in a ÃƒÂ¢Ã¢Â‚Â¬Ã…Â“vanguard of statesÃƒÂ¢Ã¢Â‚Â¬ that have recognized the vital role that nuclear energy plays in a clean energy future. https://t.co/vjZLz6iOJ3,positive
"@SickBanned @LorrieButcher5 @whitemail3678 @AKANAK @charliekirk11 @realDonaldTrump Highly efficient? So you think their opponents including us will rest easy knowing that their nukes may not be ???????efficient??????? enough?

We haven???????t tested a nuke since 1992. Do you think Russia is not concerned about our nuclear capabilities?",positive
I was lowkey annoyed though because it was like I swear this computer would have survived a nuclear war but noooo it couldn??????????????t survive a lil water,negative
"Tucker Carlson: You aren't allowed to know what the government is doing https://t.co/ZPaYwLgpzS via @YouTube Anything exposed is a matter a National Security, itÃ¢Â€Â™s becoming a weapon more dangerous than a nuclear bomb! The perfect tool to all criminal activity!",negative
@14Chougule @gareebscientist @isro Space science is easy than Nuclear Test!!! Really?,positive
The week Lake County almost went nuclear - Duluth News Tribune http://t.co/wHZwEpwS #nuclear,neutral
India successfully test fires nuclear-capable Prithvi II missile: Balasore: India on Friday successfully test-... http://t.co/gXR5iTI2rD,positive
Aggressive China strengthens ties with Russia And India yet cannot control Noko's nuclear threats. Strange https://t.co/kNRZZPsMa7,negative
Scotland Yard Accuses Russia of Using Nuclear Poison http://t.co/KMvZt2krIn via @thedailybeast,neutral
@RoyalSavage54 @LinRoseResists @McArtichoke @Wordsmatter11 @ArdenTyneKent @SusanBrooks_LA @MlLedoux @lamarshall @jennycohn1 @TheBlur__ @MiracleJanet @morenapreciosa8 @Spider2248 @happylecinq @LibbyRaccio @MckennonSherry @terry16942 @smrasure No. We will get him first with a trail of chocolate cake crumbs leading to a nuclear waste dump,neutral
Netflix is now streaming a film about nuclear weapons that puts you inside humanity's worst nightmare https://t.co/AcK768ItHB #rad/nuke,negative
"Happy St. PatrickÃ¢Â€Â™s DayÃ¢Â˜Â˜Ã¯Â¸Â
25-50% OFF ALL Ã¢Â€ÂœgreenÃ¢Â€Â charactersÃ¢Â˜Â˜Ã¯Â¸Â
Hulk, Green Lantern, Green Arrow, and such are all discounted todayÃ¢Â˜Â˜Ã¯Â¸Â
WeÃ¢Â€Â™re open 11-7 today! @ Nuclear Comics https://t.co/R5cyKjEKlb",positive
@ddeeb61 We simply can't do as we've done in the past. We can't have a war that turns into a nuclear one.,negative
"ThereÃ¢Â€Â™s little the USA could do that would remediate the damage caused by what China and India (among others) are inflicting on the worldÃ¢Â€Â™s atmosphere. However, we could take the going-green lead by vastly increasing our investment in nuclear.
https://t.co/cfBKdTyd6F",negative
"A 4th grader asked me if I thought Donald Trump would start a nuclear war 

So yanno. Regular day.",neutral
Placing total control of US #NuclearWeapons in just 1 person's handsÃ¢Â€Â”the president'sÃ¢Â€Â”is a dangerous gamble. #ActNow and urge President Biden to revoke sole authority and take steps to reduce the threat of nuclear war. https://t.co/T39Fq0rHoH,negative
@Nuclear_Flame hope you feel better /),positive
"#Ghana has already made several #attempts to #diversify its #energy #mix,  now also #nuclear #energy. #power #sources #solar #infrastructural #requirements https://t.co/UCWRsoBLE6",neutral
Super interesting article on the Iranian nuclear deal https://t.co/sRj5k5YUgP,positive
@LeRemedyy No. Had to learn it on my own. It should actually be taught in schools since unfortunately it's often not learned in most people's nuclear family.,negative
Here's the other dangerous weapon any deal with North Korea must address  https://t.co/1TDXbY0Ezq,negative
"The next time your staring into space,  ask yourself, ""Why do Democrats want mail- in voting so badly?""
There's no reason for it. We can all mask up and stand 6 feet apart it's not nuclear science!",negative
"@denisrancourt You're right
This entire Covid drama is created by First World countries to punish the Second world countries
Covid is a war of sorts without use of Nuclear arsenal
#Love",negative
"RT.@Maryam_Rajavi ?Ã‚Â€? Because of pollution, the people of #Tehran and major Iranian capitals cry out ?Ã‚Â€?we cannot breathe!?Ã‚Â€? The mullahs waste the country?Ã‚Â€?s wealth in anti-patriotic nuclear and missile projects and on export of terrorism. By using Mazut,.....?Ã‚Â€? #WeStand4FreeIran 
#Iran https://t.co/kxHar5YJFj",negative
@jimrome Worse than Nuclear? That would be an Extinction Level Event! Asteroid hitting the Earth! #boom,negative
"@realDonaldTrump @OsloFF @SidneyCassandra @BBCWorld @CIJ_ICJ @WWF_WLCrime had your gods been a good thing, they would have made the world a more beautiful 3d place like the one I should you since BAMF germany bam #Iran #earthquake! use soof say:e.t. #nuclear security face on mars face on #Iceland! Poseidon Europe Google ""Passau0213"" or ""6xNoah"" #h2o ! https://t.co/PdA2CrFZZ4",positive
China will have 58 million kilowatts of installed nuclear power by 2020 as it  expands its clean energy network and pursues green growth. https://t.co/GX6Kea5jUS,positive
"SIPRI 2021 Yearbook is out.
Global Nuclear Forces 2021 (in warheads):
Russia ???????????€????????????????€????? 6255
USA ???????????€????????????????€????? 5550
China ???????????€????????????????€????? 350
France ???????????€????????????????€????? 290
UK ???????????€????????????????€????? 225
Pakistan ???????????€????????????????€????? 165
India ???????????€????????????????€????? 156
Israel ???????????€????????????????€????? 90
North Korea ???????????€????????????????€????? 50
Total: 13,080
#Budget2021 #AsianQualifiers #nuclear",neutral
Why did Russia invade Ukraine? https://t.co/Tfswe85cH4,neutral
"@ResisterSiano @doodlebug0 @benshapiro Gee, wonder why I blocked him, some time back, before the quip about innocuous nuclear meteorology became a menace.Whatever it was back then, it must have been some serious bs.",negative
"French police break fuel depot blockade, nuclear plant strike looms - The Star Online https://t.co/V8i7qy39Cj https://t.co/17Wgug8z0M",neutral
"@novogratz @RoKhanna BTC = Gold, ETH = Wheat, ADA = Oil, LTC = Silver, ATOM = Nuclear Power #BTC #ETH #ADA #LTC #COSMOS #ATOM #Crypto",neutral
"@RickMur09664348 @PeterZeihan ThatÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s what a traveling wave nuclear reactor does, it uses spent nuclear waste as itÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s fuel source using up almost all of the nuclear waste.",negative
@alprosawyer @RupertHerries What part of your rice is nuclear waste?,negative
"@1libertarianism @FrankWh43087490 @scotthortonshow Mate, there isn't anyone reading these tweets that can be gaslit by you continuously refering to Palestinians as the oppressors. Its ludicrous.

Israel is a US funded, nuclear regime with an army. Palestinians have balloons and fireworks.

Almost all of the dead are Palestinians.",negative
"????????????The five-day maneuvers in southern #Iran were concluded on Friday. 
They included fake missile and drone attacks on mock Israeli #Dimona nuclear facilities where their fake Dimona wasn???????t even concrete. The results were ""very disappointing"" according to our experts. https://t.co/1ErbQCZWKD",negative
data loss grief | five stages | wine bar | 16-year-old girl | little boy blue | 2010 nuclear blast | http://happn.in/denver/20mar10-02am/,negative
World War 3 warning: Iran to launch DEVASTATING nuclear missiles claims Trump official https://t.co/5kZT7W8Gom | #Iran,negative
"#NuclearCommissionSAust
Morocco Seeks to Have #Nuclear Power Capacity by 2030
https://t.co/REVIjen1TF
#uranium #thorium",neutral
"""@TheFactsBook: There??????????????s a nuclear bomb somewhere that is lost off the coast of Georgia."" Ima blow u the f up with it too  for  bullshittin",negative
#Philippines takes 'major step' toward using nuclear power https://t.co/09RbDpmduQ,neutral
#beauty Sellafield #Nuclear centre is nearby yet Whitehaven is a #beautiful place Its accommodations arent less https://t.co/jiQXtEk55Z,positive
I guess it going to take a nuclear war to show you idiots that trump was the better choice,negative
"@ETEnergyWorld @mnreindia @secretary_mnre @ntpclimited @RajKSinghIndia @PMOIndia State Govt run DISCOMS must Scrap Purchase Power Agreements with NTPC &amp; Pvt Power Gencos &amp; instead Sign Long term Power Purchase Agreements with Govt run Advanced Nuclear Power Plants to Buy Electricity that can be Affordable, Sustainable, Reliable &amp; Available 24/7..",positive
The future of nuclear power in South Africa - A debate is raging internationally on whether nuclear power should fo... http://ow.ly/15JEeP,neutral
"""Natural gas obviously has gone gangbusters...But I'm really excited about some of the things that are happening with advanced nuclear.""",positive
President of #Ecuador signing the Nuclear Ban Treaty #nuclearban @nuclearban @CancilleriaEc https://t.co/eJujrEzxix,neutral
"@DoombergT @DrPippaM The same came be said for Germany, shutting down all their nuclear reactors, instead buying coal fired electricity from Poland and natural gas from, wait for it, Putin's Russia. Oops.",negative
"@Joe_Bellucci64  Stalin killed 32 million CCCP citizens. Putin might start nuclear war, which would kill almost everyone.",negative
"It was a cold November night in Berlin. The nuclear strike was swift and unexpected, as was my activation signal and teleportation. Now I'm back in time 10 hours before the nuke hits, and I must stop it.

Beginning @ 2 AM CST

https://t.co/EBlcvFQvGM

#AllWallsMustFall #ad https://t.co/iP1Ih1TJi2",negative
