fission1,capture1,scat11,scat12,fission2,capture2,scat21,scat22,k
6.46204E-03,9.29567E-03,4.85446E-01,1.50612E-02,1.28982E-01,8.12526E-02,1.50181E-03,1.12477E+00,1.243036
6.33047E-03,9.52661E-03,4.97010E-01,1.55226E-02,1.30084E-01,8.12411E-02,1.51432E-03,1.12834E+00,1.240889
6.58472E-03,9.23824E-03,4.81660E-01,1.49383E-02,1.30576E-01,8.10473E-02,1.50052E-03,1.12553E+00,1.26394
6.36255E-03,9.50825E-03,4.95381E-01,1.56672E-02,1.30723E-01,8.10209E-02,1.50498E-03,1.13056E+00,1.252723
6.40722E-03,9.36008E-03,4.92025E-01,1.52967E-02,1.29504E-01,8.08369E-02,1.50499E-03,1.12972E+00,1.249734
6.35850E-03,9.38754E-03,4.91294E-01,1.54040E-02,1.29743E-01,8.08943E-02,1.50241E-03,1.12982E+00,1.24899
6.37194E-03,9.52832E-03,4.98330E-01,1.57476E-02,1.30090E-01,8.06914E-02,1.50840E-03,1.12814E+00,1.252413
6.41623E-03,9.39060E-03,4.93795E-01,1.54360E-02,1.29965E-01,8.09867E-02,1.51336E-03,1.12982E+00,1.25218
6.37786E-03,9.40182E-03,4.89570E-01,1.53897E-02,1.30611E-01,8.13262E-02,1.50422E-03,1.12542E+00,1.250207
6.46520E-03,9.19117E-03,4.89708E-01,1.52516E-02,1.29819E-01,8.11185E-02,1.50547E-03,1.12816E+00,1.259184
6.38328E-03,9.42191E-03,4.93063E-01,1.54522E-02,1.30052E-01,8.13467E-02,1.51025E-03,1.12645E+00,1.245767
6.32673E-03,9.47599E-03,4.93263E-01,1.54812E-02,1.29738E-01,8.12397E-02,1.50310E-03,1.12534E+00,1.240117
6.47574E-03,9.33498E-03,4.90669E-01,1.53797E-02,1.29698E-01,8.06772E-02,1.49065E-03,1.12666E+00,1.258458
6.40585E-03,9.30945E-03,4.91418E-01,1.53151E-02,1.29809E-01,8.09291E-02,1.50131E-03,1.12504E+00,1.253758
6.45458E-03,9.31363E-03,4.88227E-01,1.53998E-02,1.30042E-01,8.08504E-02,1.49238E-03,1.12457E+00,1.259505
6.42696E-03,9.26078E-03,4.93077E-01,1.53186E-02,1.28950E-01,8.08216E-02,1.51228E-03,1.13222E+00,1.251913
6.32669E-03,9.28058E-03,4.87457E-01,1.52231E-02,1.29130E-01,8.08789E-02,1.49306E-03,1.12547E+00,1.246134
6.28345E-03,9.58536E-03,5.02306E-01,1.58895E-02,1.30555E-01,8.11726E-02,1.50280E-03,1.12752E+00,1.245734
6.44449E-03,9.36403E-03,4.89649E-01,1.53291E-02,1.30458E-01,8.08396E-02,1.49127E-03,1.12383E+00,1.258813
6.46345E-03,9.29825E-03,4.90235E-01,1.53509E-02,1.30599E-01,8.11547E-02,1.50478E-03,1.12722E+00,1.260473
6.40360E-03,9.39453E-03,4.97528E-01,1.56610E-02,1.30361E-01,8.10185E-02,1.50979E-03,1.13070E+00,1.257285
6.46156E-03,9.38982E-03,4.92610E-01,1.53084E-02,1.30320E-01,8.09153E-02,1.51364E-03,1.12969E+00,1.255848
6.47417E-03,9.17977E-03,4.81920E-01,1.48844E-02,1.30079E-01,8.12467E-02,1.50031E-03,1.12482E+00,1.255435
6.44891E-03,9.43567E-03,4.94063E-01,1.53628E-02,1.30742E-01,8.12621E-02,1.51983E-03,1.12994E+00,1.252713
6.43450E-03,9.33781E-03,4.90675E-01,1.53552E-02,1.29532E-01,8.07439E-02,1.49942E-03,1.12850E+00,1.254189
6.40122E-03,9.44805E-03,4.98041E-01,1.56454E-02,1.30983E-01,8.11437E-02,1.50766E-03,1.12790E+00,1.25747
6.44044E-03,9.29533E-03,4.89225E-01,1.52929E-02,1.29632E-01,8.06259E-02,1.49139E-03,1.12447E+00,1.257973
6.48244E-03,9.39591E-03,4.93264E-01,1.55690E-02,1.30776E-01,8.11222E-02,1.49758E-03,1.12588E+00,1.261057
6.46857E-03,9.32257E-03,4.90516E-01,1.53254E-02,1.30587E-01,8.08883E-02,1.49527E-03,1.12548E+00,1.262251
6.48043E-03,9.42547E-03,4.87135E-01,1.52436E-02,1.29449E-01,8.09238E-02,1.49015E-03,1.12256E+00,1.247211
6.49343E-03,9.31944E-03,4.86660E-01,1.52596E-02,1.29711E-01,8.07836E-02,1.48850E-03,1.12187E+00,1.257137
6.48133E-03,9.30896E-03,4.85456E-01,1.50634E-02,1.29826E-01,8.10344E-02,1.49984E-03,1.12718E+00,1.2522
6.45948E-03,9.31201E-03,4.90208E-01,1.52535E-02,1.30132E-01,8.09769E-02,1.51230E-03,1.13025E+00,1.256828
6.31996E-03,9.42205E-03,4.96270E-01,1.56131E-02,1.30430E-01,8.07649E-02,1.49483E-03,1.12604E+00,1.255533
6.40376E-03,9.41997E-03,4.90772E-01,1.54261E-02,1.30153E-01,8.08324E-02,1.49163E-03,1.11843E+00,1.253406
6.38589E-03,9.31846E-03,4.90643E-01,1.51988E-02,1.29722E-01,8.11983E-02,1.52000E-03,1.12843E+00,1.246835
6.39972E-03,9.43489E-03,4.96790E-01,1.54814E-02,1.29359E-01,8.11322E-02,1.51644E-03,1.13081E+00,1.243501
6.38110E-03,9.31420E-03,4.90706E-01,1.53930E-02,1.29946E-01,8.07145E-02,1.50300E-03,1.12765E+00,1.257249
6.36436E-03,9.50498E-03,5.00665E-01,1.56625E-02,1.30539E-01,8.12088E-02,1.52565E-03,1.13234E+00,1.249129
6.37701E-03,9.39324E-03,4.95339E-01,1.55077E-02,1.30483E-01,8.09575E-02,1.50593E-03,1.12768E+00,1.255808
6.43966E-03,9.29575E-03,4.86192E-01,1.52815E-02,1.29880E-01,8.08998E-02,1.49705E-03,1.12425E+00,1.256292
6.50295E-03,9.37926E-03,4.89006E-01,1.52508E-02,1.30733E-01,8.12729E-02,1.51359E-03,1.12916E+00,1.256062
6.49705E-03,9.25287E-03,4.88558E-01,1.52084E-02,1.30637E-01,8.08757E-02,1.50908E-03,1.13127E+00,1.265898
6.49016E-03,9.40157E-03,4.89484E-01,1.52879E-02,1.28745E-01,8.09874E-02,1.50335E-03,1.12783E+00,1.243314
6.54837E-03,9.25644E-03,4.84719E-01,1.49265E-02,1.30175E-01,8.13613E-02,1.51791E-03,1.12948E+00,1.254425
6.42657E-03,9.46768E-03,4.94421E-01,1.55139E-02,1.30035E-01,8.10270E-02,1.49296E-03,1.12460E+00,1.249889
6.39962E-03,9.32855E-03,4.86491E-01,1.52477E-02,1.29516E-01,8.07359E-02,1.49544E-03,1.12347E+00,1.251696
6.51512E-03,9.32238E-03,4.91386E-01,1.53146E-02,1.30618E-01,8.10233E-02,1.50903E-03,1.12812E+00,1.262571
6.53312E-03,9.32601E-03,4.83888E-01,1.50077E-02,1.29893E-01,8.10951E-02,1.50871E-03,1.12755E+00,1.252402
6.36561E-03,9.39213E-03,4.89932E-01,1.52897E-02,1.29045E-01,8.11003E-02,1.51488E-03,1.12721E+00,1.239602
6.40647E-03,9.54634E-03,5.01099E-01,1.57574E-02,1.30427E-01,8.09627E-02,1.50732E-03,1.13052E+00,1.252285
6.32040E-03,9.61840E-03,5.00858E-01,1.58917E-02,1.29953E-01,8.11481E-02,1.50209E-03,1.12737E+00,1.2413
6.45888E-03,9.41261E-03,4.94449E-01,1.55839E-02,1.30760E-01,8.08154E-02,1.49883E-03,1.12758E+00,1.263116
6.39320E-03,9.43483E-03,4.94292E-01,1.55966E-02,1.30153E-01,8.10624E-02,1.49249E-03,1.12675E+00,1.251805
6.41801E-03,9.38629E-03,4.90697E-01,1.54053E-02,1.29471E-01,8.08892E-02,1.49758E-03,1.12701E+00,1.249503
6.51683E-03,9.28190E-03,4.88150E-01,1.51649E-02,1.30616E-01,8.11625E-02,1.51115E-03,1.12855E+00,1.260902
6.40721E-03,9.41543E-03,4.91504E-01,1.54293E-02,1.30257E-01,8.11443E-02,1.49051E-03,1.12307E+00,1.250812
6.39323E-03,9.28637E-03,4.92652E-01,1.55245E-02,1.29042E-01,8.07329E-02,1.48922E-03,1.12706E+00,1.253921
6.41694E-03,9.40797E-03,4.92016E-01,1.54960E-02,1.31181E-01,8.11770E-02,1.49800E-03,1.12455E+00,1.259148
6.39787E-03,9.42193E-03,4.93606E-01,1.53084E-02,1.29953E-01,8.11660E-02,1.50767E-03,1.12898E+00,1.245777
6.43267E-03,9.40232E-03,4.90472E-01,1.52031E-02,1.29654E-01,8.13707E-02,1.50550E-03,1.12786E+00,1.241989
6.43504E-03,9.38318E-03,4.92128E-01,1.54027E-02,1.29746E-01,8.09662E-02,1.50068E-03,1.12479E+00,1.251453
6.38300E-03,9.43023E-03,4.95238E-01,1.55452E-02,1.29377E-01,8.11561E-02,1.50980E-03,1.12865E+00,1.243833
6.32544E-03,9.43665E-03,4.95200E-01,1.56133E-02,1.29778E-01,8.11262E-02,1.50403E-03,1.12467E+00,1.245582
6.45324E-03,9.34694E-03,4.87149E-01,1.51971E-02,1.30725E-01,8.13472E-02,1.49682E-03,1.12096E+00,1.25399
6.42462E-03,9.33781E-03,4.93937E-01,1.54383E-02,1.30641E-01,8.10750E-02,1.50179E-03,1.12597E+00,1.259368
6.47743E-03,9.34463E-03,4.91249E-01,1.53054E-02,1.29681E-01,8.10022E-02,1.52516E-03,1.13054E+00,1.252823
6.34475E-03,9.48028E-03,4.94622E-01,1.55846E-02,1.28956E-01,8.12678E-02,1.50551E-03,1.12631E+00,1.235778
6.45745E-03,9.36533E-03,4.88978E-01,1.51844E-02,1.29787E-01,8.12379E-02,1.49890E-03,1.12509E+00,1.247268
6.30783E-03,9.38249E-03,4.93544E-01,1.55537E-02,1.30872E-01,8.10788E-02,1.49162E-03,1.12463E+00,1.255729
6.47000E-03,9.58225E-03,4.98881E-01,1.55442E-02,1.31933E-01,8.15668E-02,1.52382E-03,1.13234E+00,1.254009
6.40746E-03,9.34903E-03,4.95798E-01,1.56153E-02,1.30102E-01,8.05752E-02,1.50752E-03,1.12992E+00,1.262599
6.42621E-03,9.33888E-03,4.92002E-01,1.53403E-02,1.27935E-01,8.07796E-02,1.51374E-03,1.13075E+00,1.240924
6.36998E-03,9.51294E-03,4.95347E-01,1.55536E-02,1.29075E-01,8.12896E-02,1.51740E-03,1.12740E+00,1.235344
6.45362E-03,9.32118E-03,4.88266E-01,1.51729E-02,1.30159E-01,8.12588E-02,1.51434E-03,1.12865E+00,1.251746
6.47144E-03,9.41910E-03,4.92809E-01,1.53842E-02,1.30243E-01,8.11834E-02,1.51609E-03,1.12684E+00,1.251962
6.36964E-03,9.30760E-03,4.85920E-01,1.51473E-02,1.29867E-01,8.10686E-02,1.50161E-03,1.12313E+00,1.248732
6.46791E-03,9.37576E-03,4.92300E-01,1.54323E-02,1.30708E-01,8.12762E-02,1.51382E-03,1.13108E+00,1.257144
6.48935E-03,9.23406E-03,4.89605E-01,1.51368E-02,1.29965E-01,8.11383E-02,1.51490E-03,1.12678E+00,1.25722
6.34027E-03,9.43120E-03,4.94339E-01,1.54772E-02,1.29432E-01,8.10501E-02,1.50596E-03,1.12657E+00,1.24281
6.43271E-03,9.36052E-03,4.87017E-01,1.51107E-02,1.30560E-01,8.09256E-02,1.50403E-03,1.12665E+00,1.255031
6.34541E-03,9.48677E-03,4.94299E-01,1.55037E-02,1.29231E-01,8.12015E-02,1.50544E-03,1.12725E+00,1.237246
6.41933E-03,9.31145E-03,4.88511E-01,1.53513E-02,1.29625E-01,8.07051E-02,1.48991E-03,1.12299E+00,1.256067
6.39736E-03,9.28149E-03,4.90646E-01,1.54142E-02,1.29874E-01,8.06206E-02,1.49586E-03,1.12817E+00,1.260549
6.35136E-03,9.45884E-03,4.93423E-01,1.54011E-02,1.29780E-01,8.11133E-02,1.50795E-03,1.12787E+00,1.242662
6.42355E-03,9.35047E-03,4.92734E-01,1.55186E-02,1.29932E-01,8.07505E-02,1.49454E-03,1.12854E+00,1.258393
6.35012E-03,9.46758E-03,5.02266E-01,1.57965E-02,1.29479E-01,8.07989E-02,1.51310E-03,1.13469E+00,1.249257
6.42141E-03,9.44308E-03,4.89683E-01,1.54292E-02,1.29608E-01,8.07227E-02,1.48607E-03,1.12263E+00,1.250204
6.45445E-03,9.40694E-03,4.90307E-01,1.52739E-02,1.29526E-01,8.09987E-02,1.50749E-03,1.12849E+00,1.247166
6.40274E-03,9.36755E-03,4.92108E-01,1.53626E-02,1.29637E-01,8.11856E-02,1.51579E-03,1.12881E+00,1.246855
6.33755E-03,9.47075E-03,5.01523E-01,1.57546E-02,1.29614E-01,8.10899E-02,1.51908E-03,1.13037E+00,1.245471
6.48732E-03,9.30036E-03,4.90238E-01,1.53020E-02,1.29402E-01,8.07197E-02,1.49910E-03,1.12616E+00,1.256828
6.37796E-03,9.49378E-03,5.02560E-01,1.57475E-02,1.29715E-01,8.09655E-02,1.52669E-03,1.13237E+00,1.248103
6.34475E-03,9.31378E-03,4.93735E-01,1.54110E-02,1.30301E-01,8.12348E-02,1.50616E-03,1.12707E+00,1.252392
6.40776E-03,9.39177E-03,4.89988E-01,1.52399E-02,1.29168E-01,8.09435E-02,1.50505E-03,1.12748E+00,1.243483
6.50009E-03,9.19719E-03,4.80957E-01,1.48414E-02,1.28802E-01,8.09720E-02,1.49797E-03,1.12530E+00,1.248663
6.39029E-03,9.39318E-03,5.00075E-01,1.55136E-02,1.30175E-01,8.10304E-02,1.52502E-03,1.13386E+00,1.253138
6.38837E-03,9.32360E-03,4.94093E-01,1.53505E-02,1.29918E-01,8.10772E-02,1.51159E-03,1.12835E+00,1.251805
6.43306E-03,9.36145E-03,4.87274E-01,1.52355E-02,1.30028E-01,8.12003E-02,1.50588E-03,1.12316E+00,1.249424
6.47219E-03,9.34831E-03,4.90446E-01,1.54877E-02,1.30709E-01,8.11084E-02,1.49330E-03,1.12315E+00,1.261595
6.43166E-03,9.48523E-03,4.97079E-01,1.57095E-02,1.31116E-01,8.11006E-02,1.49775E-03,1.12793E+00,1.259292
6.33531E-03,9.42349E-03,4.95299E-01,1.54618E-02,1.29743E-01,8.09055E-02,1.50365E-03,1.12677E+00,1.246914
6.47555E-03,9.40501E-03,4.96962E-01,1.54511E-02,1.29890E-01,8.09319E-02,1.51496E-03,1.13202E+00,1.254181
6.33062E-03,9.40989E-03,4.93733E-01,1.55754E-02,1.30515E-01,8.09784E-02,1.49651E-03,1.12285E+00,1.254062
6.34263E-03,9.43990E-03,4.98792E-01,1.56700E-02,1.29797E-01,8.07450E-02,1.50668E-03,1.12592E+00,1.251681
6.36301E-03,9.40922E-03,4.94743E-01,1.54559E-02,1.29480E-01,8.08725E-02,1.51453E-03,1.12983E+00,1.247031
6.43804E-03,9.46859E-03,4.92546E-01,1.53915E-02,1.29743E-01,8.11379E-02,1.51003E-03,1.12829E+00,1.244963
6.48914E-03,9.20727E-03,4.88543E-01,1.52816E-02,1.30109E-01,8.09993E-02,1.50421E-03,1.12833E+00,1.263458
6.36940E-03,9.51078E-03,4.97709E-01,1.56136E-02,1.31933E-01,8.11763E-02,1.50727E-03,1.12302E+00,1.259367
6.43001E-03,9.49617E-03,4.95024E-01,1.56058E-02,1.30506E-01,8.12972E-02,1.49284E-03,1.12419E+00,1.250171
6.29407E-03,9.44637E-03,4.95739E-01,1.56609E-02,1.29304E-01,8.11797E-02,1.49058E-03,1.12284E+00,1.240272
6.38385E-03,9.35856E-03,4.92121E-01,1.53743E-02,1.28953E-01,8.07563E-02,1.50346E-03,1.12849E+00,1.246741
6.44355E-03,9.34183E-03,4.92615E-01,1.52855E-02,1.29316E-01,8.13471E-02,1.51597E-03,1.12774E+00,1.244388
6.51072E-03,9.31529E-03,4.90540E-01,1.52872E-02,1.30022E-01,8.08310E-02,1.50916E-03,1.12836E+00,1.260182
6.38649E-03,9.37680E-03,4.89746E-01,1.54045E-02,1.29624E-01,8.13102E-02,1.50252E-03,1.12520E+00,1.244746
6.34690E-03,9.59509E-03,4.94552E-01,1.54540E-02,1.29679E-01,8.12756E-02,1.51245E-03,1.12706E+00,1.233658
6.43817E-03,9.34117E-03,4.95448E-01,1.55678E-02,1.30478E-01,8.06200E-02,1.50181E-03,1.13095E+00,1.265936
6.47383E-03,9.29837E-03,4.84286E-01,1.51765E-02,1.31208E-01,8.12434E-02,1.49745E-03,1.12403E+00,1.261977
6.48834E-03,9.41649E-03,4.91161E-01,1.53089E-02,1.30472E-01,8.12536E-02,1.51131E-03,1.12556E+00,1.252635
6.45910E-03,9.30098E-03,4.89551E-01,1.53567E-02,1.29825E-01,8.07812E-02,1.50900E-03,1.12862E+00,1.258843
6.45385E-03,9.46736E-03,4.93746E-01,1.54564E-02,1.30242E-01,8.12525E-02,1.51359E-03,1.12865E+00,1.248992
6.46435E-03,9.46178E-03,4.95593E-01,1.55424E-02,1.30287E-01,8.10763E-02,1.50396E-03,1.12839E+00,1.2534
6.40428E-03,9.47017E-03,4.95208E-01,1.54089E-02,1.30333E-01,8.08535E-02,1.50845E-03,1.12880E+00,1.251707
6.34249E-03,9.47866E-03,4.98310E-01,1.58127E-02,1.29752E-01,8.09433E-02,1.49387E-03,1.12643E+00,1.249008
6.36821E-03,9.40715E-03,4.91657E-01,1.54232E-02,1.28870E-01,8.13481E-02,1.50478E-03,1.12445E+00,1.236547
6.42827E-03,9.35952E-03,4.91977E-01,1.52948E-02,1.28960E-01,8.08063E-02,1.51390E-03,1.13164E+00,1.246794
6.50173E-03,9.37599E-03,4.93619E-01,1.53484E-02,1.30344E-01,8.07296E-02,1.49092E-03,1.12574E+00,1.261282
6.33355E-03,9.52064E-03,5.03817E-01,1.58382E-02,1.30494E-01,8.09617E-02,1.52063E-03,1.13332E+00,1.252285
6.43491E-03,9.35440E-03,4.91977E-01,1.53721E-02,1.29108E-01,8.09815E-02,1.50184E-03,1.12539E+00,1.24747
6.40394E-03,9.39305E-03,4.93910E-01,1.54146E-02,1.29754E-01,8.10639E-02,1.50651E-03,1.12952E+00,1.248711
6.37623E-03,9.43550E-03,4.92836E-01,1.52983E-02,1.28664E-01,8.10313E-02,1.50973E-03,1.12798E+00,1.235916
6.48183E-03,9.27643E-03,4.79217E-01,1.49305E-02,1.30169E-01,8.09102E-02,1.49342E-03,1.12270E+00,1.256123
6.31981E-03,9.37108E-03,4.99578E-01,1.56151E-02,1.30595E-01,8.06922E-02,1.50165E-03,1.12930E+00,1.26029
6.39536E-03,9.36175E-03,4.89747E-01,1.54113E-02,1.29044E-01,8.11248E-02,1.48027E-03,1.11933E+00,1.243844
6.27406E-03,9.46259E-03,4.96383E-01,1.56221E-02,1.29596E-01,8.11633E-02,1.50056E-03,1.12500E+00,1.240489
6.46782E-03,9.24162E-03,4.80962E-01,1.50390E-02,1.30037E-01,8.12848E-02,1.49101E-03,1.12516E+00,1.253394
6.45680E-03,9.40787E-03,4.87036E-01,1.51676E-02,1.30246E-01,8.08933E-02,1.49560E-03,1.12570E+00,1.252449
6.31683E-03,9.48376E-03,4.95201E-01,1.56101E-02,1.29480E-01,8.08300E-02,1.49560E-03,1.12164E+00,1.24415
6.44774E-03,9.43524E-03,4.92666E-01,1.53464E-02,1.30284E-01,8.08172E-02,1.50086E-03,1.12764E+00,1.254454
6.40082E-03,9.40495E-03,4.94624E-01,1.55657E-02,1.30722E-01,8.09019E-02,1.50078E-03,1.12783E+00,1.259505
6.35301E-03,9.48948E-03,4.98914E-01,1.56148E-02,1.29780E-01,8.13079E-02,1.52541E-03,1.13038E+00,1.2418
6.37038E-03,9.35974E-03,4.97142E-01,1.56778E-02,1.29485E-01,8.11473E-02,1.50668E-03,1.12527E+00,1.249669
6.40583E-03,9.41081E-03,4.93774E-01,1.53655E-02,1.30527E-01,8.09444E-02,1.50824E-03,1.12868E+00,1.254513
6.31861E-03,9.39085E-03,4.93612E-01,1.54274E-02,1.27943E-01,8.08794E-02,1.50689E-03,1.12772E+00,1.23396
6.36207E-03,9.44499E-03,4.95407E-01,1.55785E-02,1.29820E-01,8.12203E-02,1.50644E-03,1.12588E+00,1.245291
6.38662E-03,9.35480E-03,4.93989E-01,1.53662E-02,1.30228E-01,8.12392E-02,1.51658E-03,1.13157E+00,1.250754
6.45149E-03,9.32370E-03,4.95241E-01,1.54686E-02,1.29934E-01,8.08126E-02,1.51319E-03,1.13171E+00,1.259407
6.30068E-03,9.36312E-03,4.92549E-01,1.55346E-02,1.30336E-01,8.11122E-02,1.48934E-03,1.12376E+00,1.251635
6.35871E-03,9.36822E-03,4.93738E-01,1.53855E-02,1.29803E-01,8.11830E-02,1.50913E-03,1.12822E+00,1.246658
6.40801E-03,9.29209E-03,4.88517E-01,1.52535E-02,1.30851E-01,8.10771E-02,1.49411E-03,1.12272E+00,1.260033
6.39680E-03,9.29055E-03,4.96821E-01,1.55349E-02,1.29845E-01,8.08460E-02,1.51518E-03,1.13197E+00,1.258708
6.34682E-03,9.41406E-03,4.92216E-01,1.54477E-02,1.29561E-01,8.10094E-02,1.50594E-03,1.12755E+00,1.245002
6.40062E-03,9.34229E-03,4.88972E-01,1.52407E-02,1.30442E-01,8.10010E-02,1.49298E-03,1.12050E+00,1.254758
6.41966E-03,9.35072E-03,4.94631E-01,1.53481E-02,1.30819E-01,8.12562E-02,1.52575E-03,1.12839E+00,1.256303
6.51428E-03,9.33400E-03,4.92715E-01,1.53248E-02,1.29262E-01,8.11818E-02,1.53000E-03,1.13222E+00,1.249782
6.47533E-03,9.28903E-03,4.87152E-01,1.52479E-02,1.28758E-01,8.07923E-02,1.49782E-03,1.12590E+00,1.250386
6.34597E-03,9.34894E-03,4.96211E-01,1.55868E-02,1.30079E-01,8.07700E-02,1.50470E-03,1.12763E+00,1.257134
6.42931E-03,9.54058E-03,4.99808E-01,1.55593E-02,1.30581E-01,8.12820E-02,1.53122E-03,1.13181E+00,1.247918
6.39364E-03,9.43817E-03,4.96481E-01,1.54984E-02,1.28331E-01,8.07577E-02,1.50937E-03,1.13019E+00,1.240058
6.36133E-03,9.48448E-03,4.93357E-01,1.54383E-02,1.29570E-01,8.10184E-02,1.50385E-03,1.12484E+00,1.241869
6.41745E-03,9.37075E-03,4.95043E-01,1.54372E-02,1.30649E-01,8.06923E-02,1.50525E-03,1.13030E+00,1.262143
6.35699E-03,9.52743E-03,4.92066E-01,1.54816E-02,1.30289E-01,8.11656E-02,1.49102E-03,1.12378E+00,1.243837
6.44614E-03,9.32523E-03,4.85179E-01,1.50127E-02,1.28939E-01,8.13422E-02,1.50808E-03,1.12618E+00,1.238765
6.42599E-03,9.27708E-03,4.88414E-01,1.52585E-02,1.30088E-01,8.12759E-02,1.50613E-03,1.12627E+00,1.253364
6.42596E-03,9.40666E-03,4.93528E-01,1.53565E-02,1.30177E-01,8.07858E-02,1.51471E-03,1.13018E+00,1.254695
6.23801E-03,9.52226E-03,5.07475E-01,1.61054E-02,1.29648E-01,8.06813E-02,1.50141E-03,1.12908E+00,1.249144
6.38562E-03,9.47766E-03,4.94553E-01,1.56072E-02,1.30006E-01,8.12231E-02,1.50178E-03,1.12547E+00,1.246405
6.41000E-03,9.49118E-03,4.99151E-01,1.56887E-02,1.30739E-01,8.13063E-02,1.52707E-03,1.13296E+00,1.25237
6.38407E-03,9.28425E-03,4.90503E-01,1.52759E-02,1.29249E-01,8.09629E-02,1.51609E-03,1.13079E+00,1.248882
6.37588E-03,9.44710E-03,4.95336E-01,1.55464E-02,1.29588E-01,8.11863E-02,1.49346E-03,1.12499E+00,1.243995
6.48026E-03,9.33692E-03,4.89877E-01,1.52884E-02,1.30140E-01,8.12117E-02,1.50733E-03,1.12928E+00,1.25409
6.46165E-03,9.42321E-03,4.95493E-01,1.54399E-02,1.29869E-01,8.09570E-02,1.51711E-03,1.13353E+00,1.252046
6.39947E-03,9.41809E-03,4.89582E-01,1.53800E-02,1.31237E-01,8.11644E-02,1.49132E-03,1.12152E+00,1.256881
6.29616E-03,9.49161E-03,4.99047E-01,1.56279E-02,1.29275E-01,8.09027E-02,1.50621E-03,1.12880E+00,1.240719
6.39457E-03,9.25158E-03,4.87372E-01,1.50930E-02,1.29994E-01,8.09708E-02,1.51096E-03,1.12619E+00,1.254009
6.44885E-03,9.36969E-03,4.94570E-01,1.54501E-02,1.30026E-01,8.13258E-02,1.52534E-03,1.12973E+00,1.251086
6.27091E-03,9.58068E-03,5.05085E-01,1.59738E-02,1.29623E-01,8.11267E-02,1.51267E-03,1.12778E+00,1.240067
6.36092E-03,9.29760E-03,4.87944E-01,1.51954E-02,1.29019E-01,8.09976E-02,1.50079E-03,1.12679E+00,1.243986
6.40743E-03,9.44851E-03,4.97586E-01,1.56268E-02,1.30657E-01,8.10992E-02,1.51600E-03,1.12939E+00,1.255468
6.43708E-03,9.38854E-03,4.91166E-01,1.53512E-02,1.31247E-01,8.09330E-02,1.50447E-03,1.12683E+00,1.262381
6.42173E-03,9.48228E-03,4.94983E-01,1.55191E-02,1.29827E-01,8.09846E-02,1.50768E-03,1.12909E+00,1.247918
6.37862E-03,9.39774E-03,4.90809E-01,1.53550E-02,1.27963E-01,8.08568E-02,1.50458E-03,1.12754E+00,1.235499
6.42830E-03,9.41654E-03,4.92663E-01,1.54775E-02,1.29069E-01,8.09645E-02,1.50482E-03,1.12573E+00,1.245413
6.43622E-03,9.35179E-03,4.88213E-01,1.52252E-02,1.29952E-01,8.10466E-02,1.50549E-03,1.12497E+00,1.251212
6.32717E-03,9.59538E-03,5.00699E-01,1.58569E-02,1.30017E-01,8.07835E-02,1.48862E-03,1.12117E+00,1.247197
6.40719E-03,9.40545E-03,4.97329E-01,1.55481E-02,1.30594E-01,8.15206E-02,1.51815E-03,1.12802E+00,1.250922
6.37410E-03,9.35687E-03,4.91792E-01,1.55236E-02,1.30537E-01,8.07800E-02,1.49135E-03,1.12608E+00,1.260426
6.49506E-03,9.36738E-03,4.89604E-01,1.52311E-02,1.28984E-01,8.11635E-02,1.50711E-03,1.12605E+00,1.244143
6.38157E-03,9.31423E-03,4.88437E-01,1.52099E-02,1.28778E-01,8.09694E-02,1.50145E-03,1.12731E+00,1.242712
6.47080E-03,9.29193E-03,4.88939E-01,1.52813E-02,1.29064E-01,8.04906E-02,1.50257E-03,1.12794E+00,1.256505
6.35263E-03,9.34124E-03,4.87865E-01,1.52413E-02,1.29817E-01,8.07776E-02,1.49298E-03,1.12634E+00,1.250814
6.47340E-03,9.16003E-03,4.84000E-01,1.52323E-02,1.29697E-01,8.06885E-02,1.48604E-03,1.12320E+00,1.265272
6.40205E-03,9.37319E-03,4.95420E-01,1.54905E-02,1.29560E-01,8.10184E-02,1.51587E-03,1.12844E+00,1.249766
6.56858E-03,9.10224E-03,4.79610E-01,1.47257E-02,1.29776E-01,8.11187E-02,1.50764E-03,1.12842E+00,1.260548
6.40034E-03,9.50399E-03,4.98177E-01,1.57129E-02,1.30609E-01,8.08562E-02,1.50364E-03,1.12790E+00,1.25624
6.50395E-03,9.40090E-03,4.92257E-01,1.52343E-02,1.29865E-01,8.09667E-02,1.51936E-03,1.13251E+00,1.251866
6.49344E-03,9.23586E-03,4.80501E-01,1.49507E-02,1.29619E-01,8.10973E-02,1.50176E-03,1.12386E+00,1.252585
6.39998E-03,9.43538E-03,4.87746E-01,1.52727E-02,1.30260E-01,8.09257E-02,1.49742E-03,1.12194E+00,1.249935
6.45463E-03,9.40804E-03,4.91240E-01,1.53154E-02,1.30271E-01,8.11947E-02,1.50819E-03,1.12479E+00,1.250994
6.41521E-03,9.38383E-03,4.92633E-01,1.53470E-02,1.31662E-01,8.09395E-02,1.50676E-03,1.12465E+00,1.26475
6.42282E-03,9.30669E-03,4.91004E-01,1.51947E-02,1.30255E-01,8.09535E-02,1.50751E-03,1.12854E+00,1.255971
6.39046E-03,9.50240E-03,4.94174E-01,1.54949E-02,1.29937E-01,8.12493E-02,1.49876E-03,1.12370E+00,1.242946
