Sentence #,Word,Tag
,MBAs,GENERAL
,who,GENERAL
,did,GENERAL
,reach,GENERAL
,top,GENERAL
,management,GENERAL
,positions,GENERAL
,of,GENERAL
,women,DEI
,of,GENERAL
,men,GENERAL
,had,GENERAL
,been,GENERAL
,bolstered,GENERAL
,by,GENERAL
,networks,GENERAL
,of,GENERAL
,supporters,DEI
,.,GENERAL
1330,Sponsorship,GENERAL
,that,GENERAL
,is,GENERAL
,recommending,GENERAL
,black,DEI
,employees,GENERAL
,for,GENERAL
,promotions,GENERAL
,and,GENERAL
,stretch,GENERAL
,assignments,GENERAL
,is,GENERAL
,even,GENERAL
,more,GENERAL
,important,GENERAL
,.,GENERAL
1331,Other,GENERAL
,key,GENERAL
,factors,GENERAL
,that,GENERAL
,have,GENERAL
,propelled,GENERAL
,black,DEI
,Harvard,GENERAL
,MBAs,GENERAL
,into,GENERAL
,senior,GENERAL
,executive,GENERAL
,roles,GENERAL
,are,GENERAL
,line,GENERAL
,or,GENERAL
,general,GENERAL
,management,GENERAL
,experience,GENERAL
,and,GENERAL
,global,GENERAL
,assignments,GENERAL
,.,GENERAL
1332,With,GENERAL
,many,GENERAL
,qualified,GENERAL
,and,GENERAL
,ambitious,GENERAL
,people,GENERAL
,vying,GENERAL
,for,GENERAL
,such,GENERAL
,opportunities,GENERAL
,politics,GENERAL
,often,GENERAL
,plays,GENERAL
,a,GENERAL
,role,GENERAL
,.,GENERAL
1333,So,GENERAL
,need,GENERAL
,more,GENERAL
,influential,GENERAL
,people,GENERAL
,in,GENERAL
,their,GENERAL
,corners,GENERAL
,pressing,GENERAL
,their,GENERAL
,cases,GENERAL
,to,GENERAL
,.,GENERAL
1334,Candid,GENERAL
,feedback,GENERAL
,early,GENERAL
,on,GENERAL
,is,GENERAL
,also,GENERAL
,critical,GENERAL
,.,GENERAL
1335,This,GENERAL
,doesn,GENERAL
,t,GENERAL
,mean,GENERAL
,pushing,GENERAL
,protégés,GENERAL
,to,GENERAL
,assimilate,GENERAL
,to,GENERAL
,look,GENERAL
,and,GENERAL
,act,GENERAL
,more,GENERAL
,white,GENERAL
,as,GENERAL
,we,GENERAL
,ve,GENERAL
,shown,GENERAL
,that,GENERAL
,s,GENERAL
,counterproductive,GENERAL
,.,GENERAL
1336,It,GENERAL
,should,GENERAL
,focus,GENERAL
,on,GENERAL
,identifying,GENERAL
,and,GENERAL
,enhancing,GENERAL
,their,GENERAL
,unique,GENERAL
,strengths,GENERAL
,overcoming,GENERAL
,skill,GENERAL
,or,GENERAL
,knowledge,GENERAL
,weaknesses,GENERAL
,and,GENERAL
,positioning,GENERAL
,them,GENERAL
,to,GENERAL
,realize,GENERAL
,their,GENERAL
,full,GENERAL
,potential,GENERAL
,.,GENERAL
1337,At,GENERAL
,later,GENERAL
,stages,GENERAL
,of,GENERAL
,their,GENERAL
,careers,GENERAL
,black,DEI
,executives,GENERAL
,should,GENERAL
,be,GENERAL
,seriously,GENERAL
,considered,GENERAL
,for,GENERAL
,and,GENERAL
,positions,GENERAL
,and,GENERAL
,supported,DEI
,in,GENERAL
,the,GENERAL
,pursuit,GENERAL
,of,GENERAL
,outside,GENERAL
,interests,GENERAL
,such,GENERAL
,as,GENERAL
,board,GENERAL
,seats,GENERAL
,that,GENERAL
,enhance,GENERAL
,visibility,GENERAL
,.,GENERAL
1338,And,GENERAL
,while,GENERAL
,taking,GENERAL
,care,GENERAL
,not,GENERAL
,to,GENERAL
,tokenize,BIAS
,but,GENERAL
,rather,GENERAL
,to,GENERAL
,create,GENERAL
,opportunities,GENERAL
,for,GENERAL
,multiple,GENERAL
,candidates,GENERAL
,organizations,GENERAL
,can,GENERAL
,highlight,GENERAL
,those,GENERAL
,executives,GENERAL
,as,GENERAL
,role,GENERAL
,models,GENERAL
,who,GENERAL
,redefine,GENERAL
,norms,GENERAL
,of,GENERAL
,leadership,GENERAL
,and,GENERAL
,can,GENERAL
,encourage,GENERAL
,them,GENERAL
,to,GENERAL
,pass,GENERAL
,that,GENERAL
,baton,GENERAL
,by,GENERAL
,transferring,GENERAL
,connections,GENERAL
,and,GENERAL
,endorsements,GENERAL
,sharing,GENERAL
,wisdom,GENERAL
,through,GENERAL
,storytelling,GENERAL
,and,GENERAL
,creating,GENERAL
,opportunities,GENERAL
,for,GENERAL
,the,GENERAL
,next,GENERAL
,generation,GENERAL
,to,GENERAL
,assume,GENERAL
,senior,GENERAL
,roles,GENERAL
,.,GENERAL
1339,Needs,GENERAL
,differ,GENERAL
,by,GENERAL
,career,GENERAL
,stage,GENERAL
,a,GENERAL
,fact,GENERAL
,that,GENERAL
,most,GENERAL
,published,GENERAL
,models,GENERAL
,of,GENERAL
,diversity,DEI
,and,GENERAL
,inclusion,DEI
,do,GENERAL
,not,GENERAL
,address,GENERAL
,but,GENERAL
,that,GENERAL
,is,GENERAL
,embedded,GENERAL
,in,GENERAL
,impactful,GENERAL
,programs,GENERAL
,such,GENERAL
,as,GENERAL
,the,GENERAL
,Toigo,GENERAL
,Foundation,GENERAL
,the,GENERAL
,Partnership,GENERAL
,and,GENERAL
,the,GENERAL
,Executive,GENERAL
,Leadership,GENERAL
,Council,GENERAL
,.,GENERAL
1340,.,GENERAL
1341,.,GENERAL
1342,.,GENERAL
1343,Despite,GENERAL
,antidiscrimination,GENERAL
,laws,GENERAL
,and,GENERAL
,increasing,GENERAL
,corporate,GENERAL
,investment,GENERAL
,in,GENERAL
,diversity,DEI
,efforts,GENERAL
,race,DEI
,continues,GENERAL
,to,GENERAL
,be,GENERAL
,a,GENERAL
,major,GENERAL
,barrier,GENERAL
,to,GENERAL
,advancement,GENERAL
,in,GENERAL
,the,GENERAL
,workplace,GENERAL
,.,GENERAL
1344,We,GENERAL
,are,GENERAL
,far,GENERAL
,from,GENERAL
,realizing,GENERAL
,the,GENERAL
,principles,GENERAL
,of,GENERAL
,equal,DEI
,opportunity,GENERAL
,and,GENERAL
,meritocracy,GENERAL
,.,GENERAL
1345,Rather,GENERAL
,than,GENERAL
,looking,GENERAL
,to,GENERAL
,the,GENERAL
,few,GENERAL
,black,DEI
,leaders,GENERAL
,who,GENERAL
,have,GENERAL
,succeeded,GENERAL
,as,GENERAL
,exemplars,GENERAL
,of,GENERAL
,exceptionalism,GENERAL
,who,GENERAL
,have,GENERAL
,beaten,GENERAL
,almost,GENERAL
,insurmountable,GENERAL
,odds,GENERAL
,we,GENERAL
,must,GENERAL
,learn,GENERAL
,from,GENERAL
,their,GENERAL
,insights,GENERAL
,and,GENERAL
,experiences,GENERAL
,along,GENERAL
,with,GENERAL
,the,GENERAL
,experiences,GENERAL
,of,GENERAL
,those,GENERAL
,who,GENERAL
,didn,GENERAL
,t,GENERAL
,make,GENERAL
,it,GENERAL
,to,GENERAL
,the,GENERAL
,top,GENERAL
,.,GENERAL
1346,Perhaps,GENERAL
,more,GENERAL
,important,GENERAL
,we,GENERAL
,need,GENERAL
,to,GENERAL
,understand,GENERAL
,why,GENERAL
,existing,GENERAL
,inclusion,DEI
,initiatives,DEI
,have,GENERAL
,made,GENERAL
,so,GENERAL
,little,GENERAL
,difference,GENERAL
,.,GENERAL
1347,If,GENERAL
,organizations,GENERAL
,really,GENERAL
,want,GENERAL
,a,GENERAL
,representative,GENERAL
,workforce,GENERAL
,that,GENERAL
,includes,GENERAL
,more,GENERAL
,than,GENERAL
,one,GENERAL
,or,GENERAL
,two,GENERAL
,black,DEI
,leaders,GENERAL
,their,GENERAL
,approach,GENERAL
,must,GENERAL
,change,GENERAL
,.,GENERAL
1348,Our,GENERAL
,hope,DEI
,is,GENERAL
,that,GENERAL
,once,GENERAL
,companies,GENERAL
,understand,GENERAL
,the,GENERAL
,reality,GENERAL
,of,GENERAL
,the,GENERAL
,black,DEI
,experience,GENERAL
,they,GENERAL
,will,GENERAL
,embrace,GENERAL
,and,GENERAL
,champion,GENERAL
,policies,GENERAL
,and,GENERAL
,programs,GENERAL
,that,GENERAL
,actually,GENERAL
,help,GENERAL
,to,GENERAL
,level,GENERAL
,the,GENERAL
,playing,GENERAL
,field,GENERAL
,and,GENERAL
,that,GENERAL
,where,GENERAL
,there,GENERAL
,aren,GENERAL
,t,GENERAL
,yet,GENERAL
,best,GENERAL
,practices,GENERAL
,they,GENERAL
,will,GENERAL
,begin,GENERAL
,the,GENERAL
,conversations,GENERAL
,and,GENERAL
,experiments,GENERAL
,that,GENERAL
,will,GENERAL
,lead,GENERAL
,to,GENERAL
,them,GENERAL
,.,GENERAL
1349,This,GENERAL
,will,GENERAL
,be,GENERAL
,hard,GENERAL
,and,GENERAL
,often,GENERAL
,uncomfortable,GENERAL
,work,GENERAL
,.,GENERAL
1350,But,GENERAL
,we,GENERAL
,believe,GENERAL
,it,GENERAL
,s,GENERAL
,worth,GENERAL
,it,GENERAL
,not,GENERAL
,only,GENERAL
,for,GENERAL
,but,GENERAL
,also,GENERAL
,for,GENERAL
,the,GENERAL
,many,GENERAL
,other,GENERAL
,underrepresented,DEI
,or,GENERAL
,marginalized,BIAS
,groups,GENERAL
,.,GENERAL
1351,Now,GENERAL
,more,GENERAL
,than,GENERAL
,ever,GENERAL
,before,GENERAL
,organizations,GENERAL
,and,GENERAL
,society,GENERAL
,should,GENERAL
,strive,GENERAL
,to,GENERAL
,benefit,GENERAL
,from,GENERAL
,the,GENERAL
,experiences,GENERAL
,knowledge,GENERAL
,and,GENERAL
,skills,GENERAL
,of,GENERAL
,all,GENERAL
,not,GENERAL
,just,GENERAL
,a,GENERAL
,few,GENERAL
,.,GENERAL
1352,And,GENERAL
,while,GENERAL
,government,GENERAL
,policies,GENERAL
,can,GENERAL
,help,GENERAL
,we,GENERAL
,believe,GENERAL
,that,GENERAL
,corporate,GENERAL
,leaders,GENERAL
,can,GENERAL
,have,GENERAL
,a,GENERAL
,much,GENERAL
,more,GENERAL
,powerful,BIAS
,and,GENERAL
,immediate,GENERAL
,impact,GENERAL
,.,GENERAL
1353,As,GENERAL
,Obama,GENERAL
,said,GENERAL
,in,GENERAL
,Change,GENERAL
,will,GENERAL
,not,GENERAL
,come,GENERAL
,if,GENERAL
,we,GENERAL
,wait,GENERAL
,for,GENERAL
,some,GENERAL
,other,GENERAL
,person,GENERAL
,or,GENERAL
,if,GENERAL
,we,GENERAL
,wait,GENERAL
,for,GENERAL
,some,GENERAL
,other,GENERAL
,time,GENERAL
,.,GENERAL
1354,We,GENERAL
,are,GENERAL
,the,GENERAL
,ones,GENERAL
,we,GENERAL
,ve,GENERAL
,been,GENERAL
,waiting,GENERAL
,for,GENERAL
,.,GENERAL
1355,We,GENERAL
,are,GENERAL
,the,GENERAL
,change,GENERAL
,that,GENERAL
,we,GENERAL
,Netflix,GENERAL
,released,GENERAL
,their,GENERAL
,new,GENERAL
,documentary,GENERAL
,Hello,GENERAL
,Privilege,BIAS
,.,GENERAL
1356,It,GENERAL
,Me,GENERAL
,and,GENERAL
,the,GENERAL
,world,GENERAL
,is,GENERAL
,a,GENERAL
,much,GENERAL
,better,GENERAL
,place,GENERAL
,for,GENERAL
,it,GENERAL
,.,GENERAL
1357,The,GENERAL
,film,GENERAL
,follows,GENERAL
,Chelsea,GENERAL
,Handler,GENERAL
,as,GENERAL
,she,GENERAL
,explores,GENERAL
,how,GENERAL
,white,GENERAL
,privilege,BIAS
,impacts,GENERAL
,American,GENERAL
,culture,GENERAL
,and,GENERAL
,the,GENERAL
,ways,GENERAL
,it,GENERAL
,has,GENERAL
,benefited,GENERAL
,her,GENERAL
,own,GENERAL
,life,GENERAL
,and,GENERAL
,career,GENERAL
,.,GENERAL
1358,The,GENERAL
,trailer,GENERAL
,dropped,GENERAL
,on,GENERAL
,September,GENERAL
,with,GENERAL
,the,GENERAL
,documentary,GENERAL
,debuting,GENERAL
,on,GENERAL
,the,GENERAL
,.,GENERAL
1359,As,GENERAL
,Netflix,GENERAL
,explains,GENERAL
,Handler,GENERAL
,travels,GENERAL
,around,GENERAL
,the,GENERAL
,country,GENERAL
,speaking,GENERAL
,with,GENERAL
,a,GENERAL
,wide,GENERAL
,range,GENERAL
,of,GENERAL
,people,GENERAL
,on,GENERAL
,the,GENERAL
,topic,GENERAL
,of,GENERAL
,race,DEI
,including,GENERAL
,fellow,GENERAL
,comedians,GENERAL
,Kevin,GENERAL
,Hart,GENERAL
,Tiffany,GENERAL
,Haddish,GENERAL
,and,GENERAL
,Kamau,GENERAL
,Bell,GENERAL
,writer,GENERAL
,and,GENERAL
,activist,GENERAL
,Tim,GENERAL
,Wise,GENERAL
,a,GENERAL
,Republican,GENERAL
,women,DEI
,s,GENERAL
,group,GENERAL
,in,GENERAL
,Orange,GENERAL
,County,GENERAL
,CA,GENERAL
,college,GENERAL
,students,GENERAL
,at,GENERAL
,an,GENERAL
,open,GENERAL
,mic,GENERAL
,night,GENERAL
,and,GENERAL
,her,GENERAL
,former,GENERAL
,high,GENERAL
,school,GENERAL
,boyfriend,GENERAL
,in,GENERAL
,New,GENERAL
,Jersey,GENERAL
,.,GENERAL
1360,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,While,GENERAL
,Chelsea,GENERAL
,film,GENERAL
,is,GENERAL
,loaded,GENERAL
,with,GENERAL
,data,GENERAL
,and,GENERAL
,resources,GENERAL
,like,GENERAL
,Jose,GENERAL
,Antonio,GENERAL
,Vargas,GENERAL
,White,GENERAL
,People,GENERAL
,Documentary,GENERAL
,released,GENERAL
,in,GENERAL
,it,GENERAL
,is,GENERAL
,a,GENERAL
,good,GENERAL
,opportunity,GENERAL
,to,GENERAL
,understand,GENERAL
,the,GENERAL
,types,GENERAL
,of,GENERAL
,conversations,GENERAL
,white,GENERAL
,people,GENERAL
,are,GENERAL
,or,GENERAL
,are,GENERAL
,not,GENERAL
,having,GENERAL
,as,GENERAL
,it,GENERAL
,relates,GENERAL
,to,GENERAL
,race,DEI
,in,GENERAL
,America,GENERAL
,.,GENERAL
1361,Chelsea,GENERAL
,is,GENERAL
,as,GENERAL
,expected,GENERAL
,authentically,GENERAL
,Chelsea,GENERAL
,and,GENERAL
,the,GENERAL
,film,GENERAL
,opens,GENERAL
,with,GENERAL
,a,GENERAL
,candid,GENERAL
,conversation,GENERAL
,with,GENERAL
,Tiffany,GENERAL
,Haddish,GENERAL
,and,GENERAL
,Kevin,GENERAL
,Hart,GENERAL
,then,GENERAL
,moves,GENERAL
,to,GENERAL
,a,GENERAL
,college,GENERAL
,open,GENERAL
,mic,GENERAL
,night,GENERAL
,where,GENERAL
,Chelsea,GENERAL
,explains,GENERAL
,I,GENERAL
,m,GENERAL
,filming,GENERAL
,a,GENERAL
,documentary,GENERAL
,about,GENERAL
,white,GENERAL
,privilege,BIAS
,because,GENERAL
,I,GENERAL
,grew,GENERAL
,up,GENERAL
,never,GENERAL
,thinking,GENERAL
,about,GENERAL
,being,GENERAL
,White,GENERAL
,because,GENERAL
,I,GENERAL
,really,GENERAL
,had,GENERAL
,nothing,GENERAL
,else,GENERAL
,to,GENERAL
,compare,GENERAL
,it,GENERAL
,to,GENERAL
,.,GENERAL
1362,And,GENERAL
,it,GENERAL
,wasn,GENERAL
,t,GENERAL
,until,GENERAL
,I,GENERAL
,really,GENERAL
,got,GENERAL
,comfortable,GENERAL
,in,GENERAL
,my,GENERAL
,own,GENERAL
,life,GENERAL
,that,GENERAL
,I,GENERAL
,was,GENERAL
,able,GENERAL
,to,GENERAL
,look,GENERAL
,around,GENERAL
,and,GENERAL
,go,GENERAL
,Something,GENERAL
,s,GENERAL
,f,GENERAL
,up,GENERAL
,She,GENERAL
,further,GENERAL
,explains,GENERAL
,that,GENERAL
,she,GENERAL
,came,GENERAL
,to,GENERAL
,learn,GENERAL
,and,GENERAL
,illuminate,GENERAL
,to,GENERAL
,people,GENERAL
,who,GENERAL
,are,GENERAL
,not,GENERAL
,of,GENERAL
,color,BIAS
,white,GENERAL
,people,GENERAL
,what,GENERAL
,it,GENERAL
,means,GENERAL
,to,GENERAL
,be,GENERAL
,of,GENERAL
,color,BIAS
,in,GENERAL
,this,GENERAL
,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,One,GENERAL
,student,GENERAL
,was,GENERAL
,open,GENERAL
,in,GENERAL
,explaining,GENERAL
,We,GENERAL
,are,GENERAL
,disenfranchised,GENERAL
,racially,BIAS
,and,GENERAL
,on,GENERAL
,a,GENERAL
,socioeconomic,GENERAL
,level,GENERAL
,.,GENERAL
1363,It,GENERAL
,s,GENERAL
,great,GENERAL
,to,GENERAL
,talk,GENERAL
,about,GENERAL
,it,GENERAL
,because,GENERAL
,you,GENERAL
,need,GENERAL
,to,GENERAL
,start,GENERAL
,somewhere,GENERAL
,.,GENERAL
1364,But,GENERAL
,where,GENERAL
,is,GENERAL
,the,GENERAL
,action,GENERAL
,going,GENERAL
,to,GENERAL
,rabbit,GENERAL
,hole,GENERAL
,goes,GENERAL
,deep,GENERAL
,deeper,GENERAL
,than,GENERAL
,a,GENERAL
,documentary,GENERAL
,.,GENERAL
1365,Another,GENERAL
,student,GENERAL
,shared,GENERAL
,One,GENERAL
,of,GENERAL
,the,GENERAL
,things,GENERAL
,I,GENERAL
,ve,GENERAL
,noticed,GENERAL
,in,GENERAL
,conversations,GENERAL
,on,GENERAL
,white,GENERAL
,privilege,BIAS
,is,GENERAL
,that,GENERAL
,it,GENERAL
,always,GENERAL
,ends,GENERAL
,up,GENERAL
,being,GENERAL
,about,GENERAL
,People,GENERAL
,of,GENERAL
,Color,BIAS
,s,GENERAL
,experience,GENERAL
,.,GENERAL
1366,It,GENERAL
,comes,GENERAL
,to,GENERAL
,here,GENERAL
,and,GENERAL
,it,GENERAL
,stays,GENERAL
,here,GENERAL
,and,GENERAL
,it,GENERAL
,never,GENERAL
,becomes,GENERAL
,about,GENERAL
,whiteness,GENERAL
,.,GENERAL
1367,And,GENERAL
,I,GENERAL
,think,GENERAL
,that,GENERAL
,s,GENERAL
,one,GENERAL
,of,GENERAL
,the,GENERAL
,things,GENERAL
,when,GENERAL
,you,GENERAL
,ask,GENERAL
,about,GENERAL
,what,GENERAL
,can,GENERAL
,I,GENERAL
,or,GENERAL
,what,GENERAL
,can,GENERAL
,the,GENERAL
,that,GENERAL
,is,GENERAL
,collectively,GENERAL
,identifying,GENERAL
,as,GENERAL
,white,GENERAL
,do,GENERAL
,You,GENERAL
,do,GENERAL
,need,GENERAL
,to,GENERAL
,learn,GENERAL
,about,GENERAL
,others,GENERAL
,but,GENERAL
,you,GENERAL
,also,GENERAL
,have,GENERAL
,to,GENERAL
,learn,GENERAL
,about,GENERAL
,yourself,GENERAL
,.,GENERAL
1368,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,So,GENERAL
,What,GENERAL
,Is,GENERAL
,White,GENERAL
,Privilege,BIAS
,Chelsea,GENERAL
,chose,GENERAL
,to,GENERAL
,visit,GENERAL
,Alpine,GENERAL
,Helen,GENERAL
,White,GENERAL
,Community,GENERAL
,for,GENERAL
,their,GENERAL
,annual,GENERAL
,Oktoberfest,GENERAL
,and,GENERAL
,asked,GENERAL
,random,GENERAL
,patrons,GENERAL
,questions,GENERAL
,regarding,GENERAL
,white,GENERAL
,privilege,BIAS
,.,GENERAL
1369,The,GENERAL
,responses,GENERAL
,might,GENERAL
,shock,GENERAL
,you,GENERAL
,like,GENERAL
,the,GENERAL
,Oktoberfest,GENERAL
,Patron,GENERAL
,who,GENERAL
,felt,GENERAL
,white,GENERAL
,privilege,BIAS
,was,GENERAL
,something,GENERAL
,people,GENERAL
,are,GENERAL
,making,GENERAL
,up,GENERAL
,in,GENERAL
,their,GENERAL
,heads,GENERAL
,or,GENERAL
,the,GENERAL
,other,GENERAL
,participant,GENERAL
,who,GENERAL
,felt,GENERAL
,it,GENERAL
,was,GENERAL
,all,GENERAL
,fake,GENERAL
,news,GENERAL
,but,GENERAL
,each,GENERAL
,tells,GENERAL
,a,GENERAL
,story,GENERAL
,of,GENERAL
,where,GENERAL
,we,GENERAL
,are,GENERAL
,in,GENERAL
,on,GENERAL
,the,GENERAL
,understanding,GENERAL
,of,GENERAL
,race,DEI
,white,GENERAL
,privilege,BIAS
,and,GENERAL
,racial,BIAS
,disparities,GENERAL
,especially,GENERAL
,the,GENERAL
,Republican,GENERAL
,women,DEI
,s,GENERAL
,group,GENERAL
,conversation,GENERAL
,in,GENERAL
,Orange,GENERAL
,County,GENERAL
,CA,GENERAL
,.,GENERAL
1370,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,Tim,GENERAL
,Wise,GENERAL
,an,GENERAL
,Writer,GENERAL
,and,GENERAL
,Activist,GENERAL
,explains,GENERAL
,white,GENERAL
,privilege,BIAS
,is,GENERAL
,a,GENERAL
,white,GENERAL
,person,GENERAL
,problem,GENERAL
,that,GENERAL
,has,GENERAL
,consequences,GENERAL
,for,GENERAL
,People,GENERAL
,of,GENERAL
,Color,BIAS
,.,GENERAL
1371,It,GENERAL
,becomes,GENERAL
,a,GENERAL
,problem,GENERAL
,for,GENERAL
,Black,DEI
,and,GENERAL
,Brown,GENERAL
,folk,GENERAL
,because,GENERAL
,we,GENERAL
,don,GENERAL
,t,GENERAL
,deal,GENERAL
,with,GENERAL
,it,GENERAL
,.,GENERAL
1372,If,GENERAL
,we,GENERAL
,would,GENERAL
,deal,GENERAL
,with,GENERAL
,it,GENERAL
,it,GENERAL
,wouldn,GENERAL
,t,GENERAL
,be,GENERAL
,a,GENERAL
,problem,GENERAL
,.,GENERAL
1373,But,GENERAL
,you,GENERAL
,can,GENERAL
,t,GENERAL
,solve,GENERAL
,a,GENERAL
,problem,GENERAL
,that,GENERAL
,you,GENERAL
,won,GENERAL
,t,GENERAL
,name,GENERAL
,or,GENERAL
,that,GENERAL
,you,GENERAL
,won,GENERAL
,t,GENERAL
,even,GENERAL
,recognize,GENERAL
,is,GENERAL
,real,GENERAL
,.,GENERAL
1374,In,GENERAL
,The,GENERAL
,Language,GENERAL
,of,GENERAL
,Inclusion,DEI
,I,GENERAL
,define,GENERAL
,privilege,BIAS
,as,GENERAL
,the,GENERAL
,proven,GENERAL
,concept,GENERAL
,that,GENERAL
,some,GENERAL
,people,GENERAL
,in,GENERAL
,society,GENERAL
,are,GENERAL
,advantaged,GENERAL
,over,GENERAL
,others,GENERAL
,.,GENERAL
1375,Wise,GENERAL
,further,GENERAL
,shares,GENERAL
,You,GENERAL
,have,GENERAL
,a,GENERAL
,lot,GENERAL
,of,GENERAL
,white,GENERAL
,folks,GENERAL
,now,GENERAL
,who,GENERAL
,are,GENERAL
,having,GENERAL
,to,GENERAL
,for,GENERAL
,the,GENERAL
,first,GENERAL
,time,GENERAL
,sort,GENERAL
,of,GENERAL
,confront,GENERAL
,the,GENERAL
,interrogation,GENERAL
,of,GENERAL
,their,GENERAL
,privilege,BIAS
,and,GENERAL
,once,GENERAL
,you,GENERAL
,see,GENERAL
,it,GENERAL
,you,GENERAL
,want,GENERAL
,to,GENERAL
,jealously,GENERAL
,guard,GENERAL
,it,GENERAL
,because,GENERAL
,you,GENERAL
,believe,GENERAL
,that,GENERAL
,it,GENERAL
,s,GENERAL
,a,GENERAL
,game,GENERAL
,.,GENERAL
1376,The,GENERAL
,idea,GENERAL
,that,GENERAL
,if,GENERAL
,People,GENERAL
,of,GENERAL
,Color,BIAS
,gain,GENERAL
,I,GENERAL
,lose,GENERAL
,.,GENERAL
1377,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,But,GENERAL
,the,GENERAL
,data,GENERAL
,tells,GENERAL
,us,GENERAL
,white,GENERAL
,folks,GENERAL
,have,GENERAL
,far,GENERAL
,more,GENERAL
,wealth,GENERAL
,far,GENERAL
,more,GENERAL
,advantage,GENERAL
,than,GENERAL
,their,GENERAL
,Black,DEI
,and,GENERAL
,Brown,GENERAL
,counterparts,GENERAL
,.,GENERAL
1378,Middle,GENERAL
,class,GENERAL
,white,GENERAL
,folks,GENERAL
,are,GENERAL
,far,GENERAL
,better,GENERAL
,off,GENERAL
,in,GENERAL
,terms,GENERAL
,of,GENERAL
,wealth,GENERAL
,than,GENERAL
,middle,GENERAL
,class,GENERAL
,Black,DEI
,folks,GENERAL
,.,GENERAL
1379,And,GENERAL
,in,GENERAL
,fact,GENERAL
,working,GENERAL
,class,GENERAL
,white,GENERAL
,people,GENERAL
,whose,GENERAL
,head,GENERAL
,of,GENERAL
,household,GENERAL
,didn,GENERAL
,t,GENERAL
,even,GENERAL
,finish,GENERAL
,high,GENERAL
,school,GENERAL
,that,GENERAL
,is,GENERAL
,high,GENERAL
,school,GENERAL
,drop,GENERAL
,outs,GENERAL
,have,GENERAL
,more,GENERAL
,wealth,GENERAL
,on,GENERAL
,average,GENERAL
,than,GENERAL
,Black,DEI
,households,GENERAL
,headed,GENERAL
,by,GENERAL
,college,GENERAL
,grads,GENERAL
,.,GENERAL
1380,Data,GENERAL
,Alert,GENERAL
,Extensive,GENERAL
,Data,GENERAL
,Shows,GENERAL
,Punishing,GENERAL
,Reach,GENERAL
,of,GENERAL
,Racism,BIAS
,for,GENERAL
,Black,DEI
,Boys,GENERAL
,Wise,GENERAL
,continues,GENERAL
,That,GENERAL
,doesn,GENERAL
,t,GENERAL
,mean,GENERAL
,that,GENERAL
,that,GENERAL
,white,GENERAL
,family,GENERAL
,is,GENERAL
,not,GENERAL
,struggling,GENERAL
,it,GENERAL
,just,GENERAL
,means,GENERAL
,that,GENERAL
,it,GENERAL
,s,GENERAL
,still,GENERAL
,on,GENERAL
,balance,GENERAL
,pays,GENERAL
,to,GENERAL
,be,GENERAL
,white,GENERAL
,in,GENERAL
,this,GENERAL
,country,GENERAL
,.,GENERAL
1381,No,GENERAL
,alt,GENERAL
,text,GENERAL
,provided,GENERAL
,for,GENERAL
,this,GENERAL
,image,GENERAL
,Is,GENERAL
,Voting,GENERAL
,a,GENERAL
,Privilege,BIAS
,OR,GENERAL
,a,GENERAL
,Right,DEI
,The,GENERAL
,Amendment,GENERAL
,to,GENERAL
,the,GENERAL
,Constitution,GENERAL
,gave,GENERAL
,African,DEI
,American,GENERAL
,men,GENERAL
,the,GENERAL
,right,DEI
,to,GENERAL
,vote,GENERAL
,in,GENERAL
,.,GENERAL
1382,But,GENERAL
,many,GENERAL
,were,GENERAL
,able,GENERAL
,to,GENERAL
,exercise,GENERAL
,this,GENERAL
,right,DEI
,.,GENERAL
1383,Some,GENERAL
,states,GENERAL
,used,GENERAL
,literacy,GENERAL
,tests,GENERAL
,and,GENERAL
,other,GENERAL
,barriers,GENERAL
,to,GENERAL
,make,GENERAL
,it,GENERAL
,harder,GENERAL
,to,GENERAL
,vote,GENERAL
,.,GENERAL
1384,The,GENERAL
,Amendment,GENERAL
,to,GENERAL
,the,GENERAL
,Constitution,GENERAL
,ratified,GENERAL
,in,GENERAL
,gave,GENERAL
,American,GENERAL
,women,DEI
,the,GENERAL
,right,DEI
,to,GENERAL
,vote,GENERAL
,.,GENERAL
1385,Federal,GENERAL
,laws,GENERAL
,passed,GENERAL
,over,GENERAL
,the,GENERAL
,years,GENERAL
,help,GENERAL
,protect,GENERAL
,Americans,GENERAL
,right,DEI
,to,GENERAL
,vote,GENERAL
,and,GENERAL
,make,GENERAL
,it,GENERAL
,easier,GENERAL
